Rating;Content;Date
5;Очень удобно и не надо стоять в очередях в банке;2017-06-11
5;Очень удобно.Эконимит время;2017-06-11
5;Klass;2017-06-11
3;В последнее время работает плох , загрузка с начала минут пять , потом с второго раза только открывается, с каждым обновлением хуже !;2017-06-11
1;Обновился называется, бл*дь.Теперь пишет что, вирус. А сам не может его удалить. И Антивирусы ничего не находят. И что теперь делать?;2017-06-11
5;Хорошее приложение.;2017-06-11
2;После последнего обновления телефон стал сильно тормозить и оооочень быстро разряжаться.;2017-06-11
5;Всё хорошо;2017-06-11
5;Всё устраивает.;2017-06-11
1;25. 05. 2017. Ужас, после обновления перестало запускаться приложение. Удалила, стала скачивать снова. Пришлось переустанавливать. Теперь установка никак не закончится. Висит и все. 11.06.2017. До сих пор ее получается скачать. Выдает ошибку;2017-06-11
5;Всё устраивает...;2017-06-11
1;Предлогаю в программу вшить еще операционную систему, а то мало весит, надо, что бы сразу ГИГ весила;2017-06-11
1;после обновления переводы и платежи стали недоступны ссылается на root программы;2017-06-11
1;Рут права, которых нет, жалобы на приложения гугла...что простите？Я такой же несчастный владелец Meizu, как и многие здесь, с оригинальной прошивкой, и не знаю, что теперь делать, хотя, нет, знаю - удалять бесполезное приложение.;2017-06-11
5;Мне все нравится!!!;2017-06-11
1;ужас после обновление (;2017-06-11
5;Постоянно вылетаешь из онлайн банкинга. Что в приложении, что через компьютер. Какой баг в онлайн банкинге.;2017-06-10
1;Исправьте ошибки;2017-06-10
5;Плохо;2017-06-10
5;У меня телефон meizu mx 6 приложение пишет что доступ ограничен из-за рут прав хотя и их не делал исправьте пожалуйста;2017-06-10
2;Ужас!!!;2017-06-10
1;Приложение не запускается, проверка антивирусом​ длится вечно;2017-06-10
1;Сбербанк решил,что у меня рут права и не дает сделать ничего, приложение не просто бесполезное, в решающий момент я просто не смог оплатить нужное;2017-06-10
5;Всё устраивает.;2017-06-10
2;Уважаемые разработчики! - Казалось бы, - хорошая задумка, - особенно для БОЛЬНЫХ, ПОЖИЛЫХ и ОДИНОКИХ ЛЮДЕЙ, - можно оплатить ЖКХ, не выходя из дома, - практически независимо от физического состояния и болезни в конкретный момент! Но!! - Ваша прога мне нужна только 1-2 раза в месяц, но ВРЕМЕННО ОТКЛЮЧИТЬ ЕЁ, отправив в режим сна, - практически НЕВОЗМОЖНО!!! 24 часа в сутки весь месяц приложение РАБОТАЕТ, - ЖРЁТ БАТАРЕЮ И ТРАФИК!!!!!!!!!!!!!!!!!!!!!!!!!!!! Разве вы не знаете, что не у всех россиян проводной Инет, а при МОБИЛЬНОМ Инете, как у меня, - ваша прога становится НЕ УДОБНЫМ ПРИЛОЖЕНИЕМ, а - ТЯЖЁЛОЙ ОБУЗОЙ!!!!!!!! Особенно, когда Мобильный Инет - ЛИМИТИРОВАН!!! Поэтому выход только один - УДАЛИТЬ вашу прогу!!! Но, может, вы всё-таки вдумаетесь в проблему и сделаете своё приложение РЕАЛЬНО УДОБНЫМ для россиян и в глубинке!???? - т.е. там, где практически есть ТОЛЬКО Мобильный Инет, да и тот - нестабильный!;2017-06-10
5;Весь необходимый мне функционал присутствует, интерфейс удобный, работает стабильно, чего ещё желать?! Разве только чтобы деньги на счету сами по себе размножались почкованием или клеточным делением:))));2017-06-10
1;Ужас！ После обновления смысл в данном приложении пропал. Из за рут, которого нет, нет возможности перевода денег людям, которых нет в созданных шаблонах. Сам себе, по шаблону и всё. Если не исправят, то буду удалять приложение. Для работы через сайт приложение не нужно.;2017-06-10
5;Кеш бек сделайте:-);2017-06-10
4;Иногда требует повторно ввести пароль... подьешивает)));2017-06-10
1;Поменял смартфон. Теперь не могу установить приложение, тк оно пишет, что произведена смена Сим карты, хотя я ее не менял. Чтобы что-то изменить, нужно тащиться в свое рабочее время в сбербанк и выстраивать в очередях к консультантам, тк в этом банке по другому ничего не решается. Мобильныое приложение от другого банка установил без проблем. Как обычно - отвратительный сервис от сбера.;2017-06-10
1;"Редкий отстой. Ложное обнаружение ""неоригинальной прошивки"" не дает воспользоваться полным функционалом, только кастрированные переводы по шаблонам. Данные регулярно слетают, требуется регистрация заново. Достает постоянная ""проверка антивирусом"" по несколько минут при каждой загрузке. Отпечаток пальца работает криво и не всегда. В общем, долой такую поделку. Через сайт много удобнее и быстрее.";2017-06-10
5;Пока все отлично, удобный функционал. Лучше чем ВТБ24;2017-06-10
3;"Было очень хорошо ,но недавно все стало просто отвратительно,не дает зайти в приложение,пишет ""в вашей сети обнаружена подозрительная активность,переключитесь на др.сеть"" Переключаюсь на разные сети ,толку никакого. Исправте ,тогда поставлю 5";2017-06-10
5;Молодцы!!!;2017-06-10
1;После обновления последнего ничего не возможно сделать. Для чего нужно тогда такое приложение?????!!!!!!;2017-06-10
5;Ничего не изменилось, обновила, все равно платеж только по шаблонам. Перевести на другую карту нет возможности.;2017-06-10
5;Приложение удобное, пользуюсь постоянно, но при входе с первого раза после ввода пароля вылетает, приходится вводить дважды. И так не только у меня;2017-06-10
4;Приложение работает вполне исправно на моем старом Sony Xperia, за исключением некоторых случаев, когда по нескольку раз приходиться вводить пароль.;2017-06-10
5;Отличное приложение !;2017-06-10
4;Удобно;2017-06-10
1;Телефон стал жутко тормозить. Мощей достаточно для обычного использования и игрушек. В итоге после удаления приложения сбербанк тормоза пропали. Ужасная оптимизация. Загружает телефон даже в фоне. Чем оно занимается что так грузит в фоне - не понятно;2017-06-10
1;Прошивка официальная! Телефон без рут-прав! Сбербанк пишет что не оригинальная прошивка или рут;2017-06-10
5;Это просто ,кошмар,не могу обновить сбер,тупит очень ,и долго загружается,и в итоге не открылся;2017-06-10
5;Все устраивает;2017-06-10
5;Не жалуюсь;2017-06-10
5;Хорошо;2017-06-10
4;Не надо проверять телефон на вредоносное ПО;2017-06-10
1;После обновления невозможно попасть в меню настроек. Зачем, то добавили уведомления, хотя - и так дублируется все SMS . Обновления не делают приложение лучше, а жаль...;2017-06-10
1;Уважаемые разработчики. Пожалуйста уберите проверку на рут права она работает не корректно, и вообще это нам решать нужен нам рут или нет. Если вы так заботитесь о нас то сделайте просто предупреждения а возможность решать оставьте нам. Последнее обновления из нормальной и удобной программы превратилась в нерабочую, не нужную софтину!!!!;2017-06-10
1;После обновления приложение перестало работать, постоянно вылетает;2017-06-10
1;Многие функции пропали, ни перевести денежные средства, на на мобильную связь положить... Ни чего нельзя сделать...;2017-06-10
5;Все отлично, я доволен.;2017-06-10
5;В общем все неплохо,;2017-06-10
4;Хорошее приложение. Иногда тупит и приходится 2 раза заходить;2017-06-10
5;Удобно и все работает;2017-06-10
5;Меня все устраивает.;2017-06-10
5;работает как надо;2017-06-09
5;Всё устраивает;2017-06-09
5;Сделайте место для резерва денег на оплату кредита;2017-06-09
4;Очень долгая первичная установка. Очееь большой объем приложения, а так все ок;2017-06-09
5;"Отличное обслуживание мне безумно нравится ;-) ;-) ;-)";2017-06-09
5;Очень удобное приложение всегда можно узнать состояние счёта и делать любые переводы;2017-06-09
5;Все ОК;2017-06-09
3;Почему у меня не возможности перевода на др карты. Даже функции такой нет;2017-06-09
2;Приложение стало тупым. Уже начинает подешеветь. Верните все на место улучшатели блин😠;2017-06-09
5;Хорошее приложение и очень удобное . Спасибо;2017-06-09
5;Немного приходится ждать пока открывается прога. А в общем все устраивает;2017-06-09
5;Все окай );2017-06-09
2;До того как, было супер отлично.И вот настал момент обновления!Сказать г@вн% не сказать ничего.Испортили хуже некуда.Разрабы что молчим то?;2017-06-09
5;По мне, так понравилось... забыл когда в комп заглядывал по сберу...;2017-06-09
1;Верните всё обратно! Кому эти отзывы!!??? Почему ничего не поменяли до сих пор??? Столько людей недовольных(((( Безобразие!!!;2017-06-09
3;Отправляет по смс пороль в течении 5 минут но не приходит и выдает ошибку,почему так?;2017-06-09
1;После последнего обновления не заходит. Висит на инициализации антивируса. Если в ближайшее время не разберутся со своим антивирусом удалю.;2017-06-09
4;плохая оптимизация;2017-06-09
1;Meizu M5 Note. Старая версия работала, после обновления - ограниченный доступ. В тех поддержке забили на мои претензии.;2017-06-09
5;Удобно и быстро;2017-06-09
1;Не обновляет баланс;2017-06-09
5;Очень удобно и быстро.;2017-06-09
4;Хорошая программа, многое можно сделать не выходя из офиса, благодаря этому приложению. Не нужно стоять в очередях, чтобы открыть или закрыть вклад, оплатить счёт.;2017-06-09
2;При свободной памяти в 400мб сбербанк весом 50мб не влазит в мой девайс;2017-06-09
4;Мне нравиться;2017-06-09
4;Хорошее приложение;2017-06-09
5;Новое приложение мне нравится! Красиво! Просто и с умом ☺️;2017-06-09
5;Удобно,практично,этично;2017-06-09
5;Мне нравитса удобное приложение;2017-06-09
5;Норм.;2017-06-09
5;Классно, мне очень нравится :);2017-06-09
5;Удобное приложения не нада ни куда ходить можно оплатить все дома удобно быстро и легко;2017-06-09
5;Спасибо;2017-06-09
5;Ужас!!!!последнее обновление просто не устанавливается,скачивает его по кругу по 10раз и всё.;2017-06-09
1;У меня Flyme. Приложение считает эту оболочку неоригинальной прошивкой и ограничивает все основные функции. И зачем мне приложение на котором можно посмотреть только баланс? На это у меня и мобильный банк есть;2017-06-09
1;Что за фигня, никогда не было рут, а теперь написал после обновления что рут. Вы что обалдели.;2017-06-09
1;Блокируется вставка логина при регистрации. Кроме наркоманов никого на разработку интерфейсов привлечь не удалось? Поддержку приложения можно безболезненно оптимизировать, отправив на биржу труда в полном составе - второй месяц обрабатывают запрос на отключение push на потерянный телефон. Сторонние приложения работают с api сбербанка онлайн стабильнее чем приложение сбера. Примите поздравления, вершина вашей карьеры достигнута, уйдите в апогее. Вас будет трудно переплюнуть.;2017-06-09
4;Честно говоря, не в полной мере пользовался вашим приложением, и мало что о нём читал и мало знаю какие у него функции. Это в том , что полная безопасность нашего капитала зависит только от нас самих , до людей доходит только тогда , когда у них что-то случается . Это и есть проблема. Поэтому у меня к вам вопросов нет , вы всё делаете хорошо, вы на правильном пути . И я неприменно именно сейчас займусь безопасностью своего капитала . Успехов вам! Я с вами !;2017-06-09
5;Оплачивать счета быстро и доступно!;2017-06-09
5;Все быстро, хороши;2017-06-09
5;Todo es bueno;2017-06-08
5;Круто;2017-06-08
5;Немного много грузит цп, а так норм. Всем советую;2017-06-08
1;Чуть тупит;2017-06-08
2;Удобное.;2017-06-08
5;Ни чего лишнего, просто телефон, если вы конечно не к бабуле за лукошком ягод пришли...;2017-06-08
1;Зачем делать такое обновление еще и навязывать его если потом приложение вообще перестает работать! Я не могу больше зайти в свой личный кабинет;2017-06-08
3;После последнего обновления не могу зайти в приложение - пишет инициализация антивируса, бегунок проходит до 2/3 и останавливается;2017-06-08
5;Установить приложение не могу на телефон;2017-06-08
5;Все,хорошо,ток вход в приложение очень долго;2017-06-08
3;При входе часто теряется соединение. Очень плохо входить в приложение.;2017-06-08
1;Ужасное обновление, урезание большинства функций из-за которых пользовалась этим приложение.;2017-06-08
1;Не обновляется , не могу открыть приложение.;2017-06-08
5;Хорошее приложение;2017-06-08
5;Мне всё нравится;2017-06-08
1;Все было супер ! Но до последнего обновления , какая вам разница есть рут-права или нет. Откатите все обратно!!!! Срочно !!!!;2017-06-08
5;Аминь что я не обновляла до последней версии 😂;2017-06-08
5;Всё ок;2017-06-08
5;Это приложение супер !!!;2017-06-08
1;Обновление ужас, ничегр не работает;2017-06-08
2;Приложение не обновляется, код ошибки 963.что делать?;2017-06-08
5;С вас пятишка за отзыв);2017-06-08
5;Мне понравилось;2017-06-08
1;Когда заработает приложение, когда придет смс с кодом подтверждения, Как зайти в приложение??;2017-06-08
2;После обновления стал ужасно работать постоянно вылетает.перевести или оплатить вызывает ошибку.невозможно нечего сделать.;2017-06-08
1;на моем телефоне meizu m5s пишет не оригинальная прошивка и не возможно пользоваться вашим приложением. огромнейшая просьба проверить совместимость с данной моделью смортфона;2017-06-08
1;Это просто отвратительно!Опять перерегистрации!Ужасно!Чего добиваются разработчики?;2017-06-08
4;После обновления попробовал переустановить.Не тут-то​было завис и не устанавливается. Нашёл решение ошибки. Основная память былая на sd карте переключил на память смартфона и все пошло. Смартфон Lenovo;2017-06-08
5;Мне нравится, очень удобно оплачивать госуслуги;2017-06-08
5;Спасибо. Очень удобно;2017-06-08
5;Нормально;2017-06-08
5;Всё очень быстро, если есть связь;2017-06-08
5;все работает замечательно;2017-06-08
5;Спасибо! снижайтепроценты.;2017-06-08
1;Аналогично другим отзывам после последнего обновления приложение пишет про рут и не работает. Подстава от сбербанка.;2017-06-08
5;Всё О'кей;2017-06-08
4;Сделали чтение QR кода, но оно не работает((;2017-06-08
5;Просто. Удобно;2017-06-08
5;, желаем дальнейших успешных разработок и удачи!!!;2017-06-08
5;👍👍👍👍👍👍👍👍👍👍👍👍;2017-06-08
5;Good;2017-06-08
2;После обновления пишет что неоригинальная прошивка и убирает много функций. Хотя с прошивкой все в порядке. Исправьте!;2017-06-08
5;Меня все устраивает! Очень удобно!!!;2017-06-07
4;Очень долго запускается;2017-06-07
5;Очень удобное приложение. Побольше бы таких.;2017-06-07
2;Когда начнёт работать, изменю оценку;2017-06-07
5;Последнее время что то долго грузиться приложение;2017-06-07
5;Удобно;2017-06-07
5;мне нравится. молодцы;2017-06-07
2;Meizu u10. Ростест. Официальная глобальная прошивка. Приложение пишет, что есть root или не официальная прошивка.😖 Функционал урезан.;2017-06-07
2;После обновления вообще не могу войти в программу пишет не правильно мол ввожу пароль,до обновы правильно вводил и не менял,а тут вдруг неправильно и после трех попыток вообще заблокировалось!;2017-06-07
5;Очень удобное приложение спасибо вам;2017-06-07
5;Быстро и удобно.;2017-06-07
5;Нет возможности посмотреть платеж по кредиту и сделать досрочное погашение;2017-06-07
1;Рут права удалил . А сбербанк так и не работает . И нафига мне теперь оставлять мобильный банк ? Месяц прошел , нигде не могут объяснить и сделать . Сбербанк отправляет к фирме (самсунг) чтоб перепрошить, а самсунг к РАЗРАБОТЧИКУ приложения , т.к. телефон норм .......;2017-06-07
5;Сбербанк супер.только суд приставы иногда счёт арестовают за долги...;2017-06-07
3;Последнее время происходит какая то ерунда. Антивирус проверяет и пишет что установлены вредоносные программы. Предлогает удалить,но при соглашении не удаляет. Вручную найти data/app/app.android/.... и так далее невозможно! На планшете такого нет!!!! Что происходит?!;2017-06-07
4;Уважаемые разработчики. Вот почему нельзя сканировать QR-коды на оплату? Эта функция так и напрашивается в функционал. Сделайте, вас ещё больше полюбят.;2017-06-07
5;Всё хорошо спасибо;2017-06-07
5;Очень помогает. Пользуюсь постоянно .Спасибо разработчикам!;2017-06-07
5;Благодарен Вам, за столь чудесное преложение;2017-06-07
5;Удобно и легко.;2017-06-07
5;Супер.;2017-06-07
5;Я вполне доволен;2017-06-07
1;Максимально назойливое приложение, которому фактически нельзя запретить доступ в контакты и к звонками - из-за этого перестают работать платежи и переводы. Встроенный антивирус вообще взбесил.;2017-06-07
5;👍👍👍👍;2017-06-07
1;После обновления,урезали права,поддержка ничего сказать не может.;2017-06-07
5;Лучшее приложение из банк онлайн;2017-06-07
5;Доволен;2017-06-07
1;"Очень раздражает, что при каждом входе в приложение пинкод приходится вводить несколько раз, если повезёт, то только два, а так вообще может зависнуть, но зависает так, что телефон приходится перезагружать насильно. Очень плохо. П с. Целый час пытаюсь узнать хотя бы баланс, ""спасибо"".";2017-06-07
5;Сбербанк в кармане☺;2017-06-07
1;Что то после обновления - нихера зайти не могу;2017-06-07
4;Долгий вход;2017-06-07
3;Хотела зарегистрироваться, смс с паролем не приходят.. Почему?;2017-06-07
5;Меня все устраивает.;2017-06-07
5;Стало намного удобнее пользоваться этим приложением, благодарю сервис.;2017-06-07
5;Нравится;2017-06-07
5;Иногда не могу зайти, а в целом устраивает по всем направлениям.;2017-06-07
5;Отлично;2017-06-07
5;Всё отлично,стоит установить и пользоваться;2017-06-07
2;Чё за хрень.... вообще​ не удалось установить приложение на тел.xiaomi redmi note 4 .... Ждала два раза СМС активации на телефон , так и не пришло....:-((( 2 с минусом за приложение!!!!;2017-06-07
2;То по два раза вводил пароль, теперь уже три раза приходиться! Что случилось​ все было до последних обновлений более- менее!?;2017-06-07
1;Программа заявляет, что у меня неофициальная прошивка и не даёт нормально пользоваться его возможностями, хотя прошивка у меня официальная даже рут-прав нет;2017-06-06
5;Очень удобное приложение,надеюсь безопасно и надежно;2017-06-06
1;Приложение стало работать отвратительно, после обновления, совершенно невозможно что-либо оплатить . Причем, это уже длиться довольно долго ! Ау ,ребят , исправляйте ,либо откатите назад .;2017-06-06
2;Раньше было все проще можно было переводить из карты в карту а сей час невозвожно;2017-06-06
1;Самсунг Пэй из приложения недоступно!;2017-06-06
5;Удобно;2017-06-06
5;Очень удобно и быстро. Экономлю кучу времени);2017-06-06
5;Очень довольна;2017-06-06
3;Что произошло с приложением? Показывает уведомления и зайти невозможно. Приходится удалять и заново загружать приложение. Пользовалась уже несколько лет такого еще не происходило. Недовольна...;2017-06-06
1;Раньше все было хорошо,а дней 10 пишут о какой то неоригинальной прошивке ,толку от приложения нет(;2017-06-06
5;Вроде всё не плохо;2017-06-06
3;Непонятно как подключить бонусы спасибо от сбербанка;2017-06-06
5;Норм)));2017-06-06
5;Всё устраивает, кроме того, что немного не понятно где искать место, в котором я могу переслать деньги , например на НТВ плюс или на Яндекс деньги. А работать со своими счетами очень удобно.;2017-06-06
5;Приложение супер мне очень нравиться рекомендую;2017-06-06
1;Очень тормозит, долго заходит, вход надо производить несколько раз, очень неудобно. Постоянные ошибки, шаблон не открывает. Крайне разочарована. Раньше было намного лучше. Легче сбежать в сбербанк, чем пользоваться этим приложением. Удаляю;2017-06-06
5;Всё нормально😀;2017-06-06
5;Экономия личного времени;2017-06-06
1;Долго грузит и тупит;2017-06-06
5;Приложение хорошее, но часто приходится долго ждать пока включиться.;2017-06-06
5;Мне нравиться;2017-06-06
5;Огонек;2017-06-06
5;Клас;2017-06-06
4;Хорошо читается и понимается;2017-06-06
5;Всё хорошо,однако сотрудничество с судебными приставами всё портит.;2017-06-06
4;При оплате квитанции ЖКХ по штрих коду не вводятся новые показания счётчика.;2017-06-06
5;Норм;2017-06-06
1;У меня тоже meizu m5, пишет не оригинальная прошивка. Кроме как здороваться, ни чего больше приложение не умеет;2017-06-06
5;Очень удобно;2017-06-06
5;Удобное приложение на5+;2017-06-06
1;После обновления улетели все шаблоны. И из приложения их нельзя установить!;2017-06-06
1;Последнее обновление убило вполне удобное приложение. Запускать программу и ждать 20 минут и что бы она висела в памяти , спасибо не надо такого. Приложение удаленно и поставленно больше уже не будет. Спасибо за вашу криворукость. Кстати телефон с оригинальной прошивкой samsung galaxy j5.;2017-06-06
5;Удобно.;2017-06-06
5;"Многие жалуются. Даже не знаю. У меня все отлично работает. И мне все нравится. Быстрые переводы. Быстрые платежи. Быстрый вход. Все детали сделаны исправно. Спасибо большое. (Еще очень нравится запись при в ходе ""добрый день (имя)"". Очень мило)";2017-06-06
1;Не обновляйте приложение!!!! До обновления работали все платежи, после все урезали, ссылаются на не оригинальную прошивку и какой то Рут доступ, бред полнейший. Верните прежний сбербанк онлайн, а то переду в ВТБ, семью всю переведу и друзьям посоветую;2017-06-06
3;Постоянно выкидывает повторно на страницу ввода пароля. Призодится вводить пароль по 2-3 раза;2017-06-06
4;Ребята, с антивирусом это перебор. Приложение запускается больше минуты и теряет свой юзабилити смысл.;2017-06-06
1;После последнего обновления нельзя перевести деньги на другую карту(((;2017-06-06
4;Всё хорошо;2017-06-06
2;Тоже проблемы с рут.;2017-06-06
1;С каждым обновлением всё хуже и хуже.Вплоть до того,что при запуске приложения телефон перезагружается.;2017-06-06
5;Зачем требуется два раза пароль при входе???;2017-06-05
5;Классно;2017-06-05
4;"В экстренной ситуации спасает. На развод* я не ""покупаюсь"" - все кредиты в сторону. Ещё одно воровское приложение.";2017-06-05
5;Самое лучшее приложение!;2017-06-05
5;Все нравиться приложение хорошее!;2017-06-05
5;Я доволен;2017-06-05
4;Мне всё нравиться;2017-06-05
3;Медленно обновляется, порой бывают вылеты из программы.;2017-06-05
5;Все устраивает;2017-06-05
1;Здравствуйте господа. В приложении не могу перевести деньги. Только внешне​ счита. Что это ? Исправьте.;2017-06-05
5;По моим скромным - запросам всё устраивает!;2017-06-05
5;Мне удобно;2017-06-05
2;Присоединяюсь к отзывам снизу. Приложение жалуется на рут, но рута нету. Прошивка родная.Телефон meizu m5.;2017-06-05
4;Удобно,быстро и никаких очередей;2017-06-05
1;Ужасно долго выполняются переводы . Очень огорчил данный факт .;2017-06-05
1;Не качается не хрена((( а мне он нужно приложение!!! Сделайте что не то!!!;2017-06-05
4;Рут довно убран . Стоит лецензионный антивирус док.веб . А ограничения всё равно действует . В общем приложение подходит только для проверки баланса карты. Снимите ограничение с Рут;2017-06-05
5;Работает, все хорошо!;2017-06-05
1;Вылетает скачивание после 100%, потом опять скачивается... Брррр...;2017-06-05
5;Клёвое приложение, удобное. Я доволен 😉;2017-06-05
5;Не заходит с первого раза,нужно два раза заходить в приложение;2017-06-05
1;Постоянно выкидывает и проверки по 2-3 раза. Бесит блин. Долго загружается.;2017-06-05
5;Все нравится;2017-06-05
1;Вход: ждать надо от 3 до 5 минут,Ока загрузится антивирус. Это не просто напрягает, это бесит и выводит из себя! Оке, дождались антивирусные, вводим пин, ждём авторизацию, а потом ещё раз введите пин код!!!! Почему у Тинькофф все идеально и спервого раза??? Защита хреновая? Но вот ниодного случая с защитой у Тинькофф не было, а у сбербанка проблемы начинаются уже не только в офисах, но и у тебя же дома, на своём же телефоне!!!!;2017-06-05
5;Отличное;2017-06-05
5;Всё удобно;2017-06-05
5;Все нормик;2017-06-05
1;После обновления хрень полная;2017-06-05
1;Лезет в мои контакты, просит доступ к смс. Ещё и местоположение с медиафайлами подавай! Сразу 1 и сношу.;2017-06-05
5;Очень удобно;2017-06-05
5;Приложение отличное.можно делать все что угодно не выходя из дома,супер!;2017-06-05
5;Удобно оплачивать квартплату;2017-06-05
1;Не приходит смс при регистрации,удаляю и не советую никому ставить.;2017-06-05
5;Отличная работа;2017-06-05
1;Не работает. Находит рут которого нет. Flyme 6.7.3.3 Meizu pro 6;2017-06-05
5;Мне очень удобно;2017-06-05
5;Робит;2017-06-05
5;Все хорошо;2017-06-05
5;Очень удобное приложение, советую каждому... Спасибо разработчикам за отличную программку!!!!;2017-06-05
5;В целом, удобное приложение. Хорошо, что на моем Highscreen нет места и обновление я не устанавливала. :) Все пока работает.;2017-06-05
5;Мне нравится;2017-06-04
4;Мне понравилось;2017-06-04
1;У главного банка страны такое тупое и медленное приложение, в которое ещё и с первого раза не зайдешь. Обязательно выскочит пара ошибок, затем будет грузиться минут 5, и только после этого, возможно (!), можно будет попасть в само приложение. Просто фу, но деваться некуда 👎;2017-06-04
4;Хорошо и удобно.;2017-06-04
4;В общем пользоваться удобно;2017-06-04
1;После обновления стало бесполезно. Никогда не обновляйте это приложение.;2017-06-04
2;Постоянно вылетает при возврате в предыдущее меню.;2017-06-04
5;Спасиба за всё;2017-06-04
4;Приложением пользуюсь недавно, всех функций не знаю;2017-06-04
1;После последнего обновления, приложение стало почти бесполезным, не могу сделать элементарный перевод, на телефоне прошивка оригинальная, пожалуйста верните прошлую версию;2017-06-04
1;После последнего обновления вообще не заходит! Пишет инициализация антивируса и виснет.;2017-06-04
5;Очень быстро и удобно.;2017-06-04
4;После последнего обновления проблемы со входом несколько раз просит пароль и пропал вход с отпечатка пальца;2017-06-04
3;Постоянные проблемы со входом. Фраза Внимание Не удалось получить ответ от сервера выучена наизусть.;2017-06-04
5;Норм;2017-06-04
1;После последнего обновления ужасно работает программа. Запуск с пятого раза в лучшем случае. Пин код вводится по 5 раз. Просьба исправить данную проблему.;2017-06-04
5;Вот только онлайн кредит не могу оформить;2017-06-04
5;Крутое приложение мать его;2017-06-04
5;класс;2017-06-04
3;Последняя основа пишет нет соединения с сервером исправьте;2017-06-04
4;Практически все устраивает, но есть странный баг: сразу после ввода пароля и появления главного экрана, тут же выбрасывает снова на ввод пароля. После второго раза работает нормально;2017-06-04
1;Я так понимаю у всех одно и тоже?Нужно быстро посмотреть баланс?А Хрен вам..1.каждый раз какая то инициализация.2.проверка антивируса(нахрена он?если каждый может зайти в увеломления и увидеть там все твои действия).3.пин код вводишь по 2 раза.все это как минимум несколько минут..а ты весь на психозе..Молодцы в общем!!!! Кстати у мужа айфон и такого нет..хм.странно😂😨;2017-06-04
5;Спасибо;2017-06-04
5;Очень не хватает отображения комиссии при переводе на карту другого банка;2017-06-04
5;Удобно, быстро и все опции есть. Приложение понятно в навигации и удобно в использовании;2017-06-04
5;Круть;2017-06-04
5;Супер! Рекомендую!;2017-06-04
1;После обновления телефона ограниченная версия. И зачем такое приложение.;2017-06-04
2;В последнее время постоянно какие то ошибки в приложении, то сервер у них не работает, то с 10 раза только зайти получается. При этом антивирус на телефоне есть . В чем проблема такая , не знаю . И у мужа такая же история;2017-06-04
1;Ужасное приложение стало!невозможно зайти;2017-06-04
5;Хорошие приложения;2017-06-04
1;До обновления заходили не с первого раза. Теперь вообще мало того, что заходит не с первого раза, ошибка какая-то и проверка на вирусы. Все очень долго и ужасно! Надеюсь исправите!!!;2017-06-04
